Master_Record_Number,County,City,Date,Year,Crash_Type,Cross_Street,Primary_Factor,Manner_of_Collision,Injury_Status,Light_Conditions,Weather_Conditions,Surface_Conditions,Latitude,Longitude,Nature_of_Injury,Fatal_SSI
904836166,MARION,LAWRENCE,11/7/25,2025,Pedestrian,FALL CREEK ROAD ,VIEW OBSTRUCTED,COLLISION WITH ANIMAL OTHER,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.89770154,-85.99385978,MINOR BLEEDING,Other
904852784,MARION,INDIANAPOLIS,11/28/25,2025,Pedestrian,E 79TH ST & FALL CREEK RD,IMPROPER TURNING,COLLISION WITH OBJECT IN ROAD,FATAL,DARK (NOT LIGHTED),CLEAR,DRY,39.89919884,-85.99377324,INTERNAL,Fatal
904816537,MARION,INDIANAPOLIS,10/10/25,2025,Pedalcycle,S MITTHOEFFER RD & E WASHINGTON ST,IMPROPER TURNING,LEFT/RIGHT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.77460099,-85.99051785,COMPLAINT OF PAIN,Other
904821885,SHELBY,,10/18/25,2025,Pedalcycle,COLESCOTT ST & MERIDIAN STREET,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,POSSIBLE,DAYLIGHT,CLOUDY,DRY,39.51769488,-85.77978593,COMPLAINT OF PAIN,Other
904819594,MARION,INDIANAPOLIS,10/14/25,2025,Pedestrian,CRAIG ST & HIDDEN LAKE DR,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.91111557,-86.0502844,COMPLAINT OF PAIN,Other
904859890,MARION,INDIANAPOLIS,12/6/25,2025,Pedestrian,ACTON RD & SWAILS ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,FATAL,DARK (NOT LIGHTED),CLOUDY,DRY,39.65906313,-85.97100853,INTERNAL,Fatal
904863868,MARION,INDIANAPOLIS,12/10/25,2025,Pedestrian,W WASHINGTON ST & COOLIDGE ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,FATAL,DARK (LIGHTED),RAIN,WET,39.75447873,-86.2449057,INTERNAL,Fatal
904875770,MARION,INDIANAPOLIS,12/27/25,2025,Pedestrian,MADISON AVE & E RAYMOND ST,PEDESTRIAN ACTION,RIGHT ANGLE,FATAL,DARK (NOT LIGHTED),CLOUDY,DRY,39.73748534,-86.15439645,CRUSH INJURY,Fatal
904876919,MARION,INDIANAPOLIS,12/26/25,2025,Pedestrian,S GIRLS SCHOOL RD & MT HERMAN AVE,PEDESTRIAN ACTION,NON-COLLISION,FATAL,DARK (NOT LIGHTED),CLEAR,DRY,39.75720542,-86.28900173,INTERNAL,Fatal
904859624,MARION,INDIANAPOLIS,12/4/25,2025,Pedestrian,S EAST ST & STOVER AVENUE,PEDESTRIAN ACTION,NON-COLLISION,INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.70183116,-86.14887145,FRACTURE/DISLOCATION,SSI
904859627,MARION,INDIANAPOLIS,12/6/25,2025,Pedestrian,67& STIRLING POINTE DR,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN ROAD,INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.685933060000004,-86.28075996,SEVERE BLEEDING,SSI
904859982,MARION,INDIANAPOLIS,12/8/25,2025,Pedestrian,GUION RD & VILLAGE TRACE BLVD,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN ROAD,NON-INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.83409497,-86.22673988,MINOR BLEEDING,Other
904864501,MARION,INDIANAPOLIS,12/12/25,2025,Pedestrian,N KEYSTONE AVE & E 34TH ST,PEDESTRIAN ACTION,LEFT/RIGHT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.81809601,-86.12165576,MINOR BLEEDING,Other
904867523,MARION,INDIANAPOLIS,12/16/25,2025,Pedestrian,FOREST MANOR AVE & E 56TH ST,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,LEFT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,SNOW/SLUSH,39.85597,-86.0975624,UNCONSCIOUSNESS,SSI
904867681,MARION,INDIANAPOLIS,12/10/25,2025,Pedestrian,ROCKVILLE RD & N LYNHURST DR,FAILURE TO MAINTAIN LANE,NON-COLLISION,INCAPACITATING,DARK (LIGHTED),RAIN,WET,39.76520265,-86.25046231,FRACTURE/DISLOCATION,SSI
904869234,MARION,INDIANAPOLIS,12/18/25,2025,Pedalcycle,E 82ND ST & I69S,PEDESTRIAN ACTION,LEFT TURN,UNKNOWN,DARK (NOT LIGHTED),CLEAR,WET,39.9052877,-86.04672854,MINOR BLEEDING,Other
904872302,MARION,INDIANAPOLIS,12/15/25,2025,Pedalcycle,E TROY AVE & MADISON AVE,PEDESTRIAN ACTION,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,WET,39.72266234,-86.15044374,FRACTURE/DISLOCATION,SSI
904874284,MARION,INDIANAPOLIS,12/23/25,2025,Pedestrian,E 56TH ST & N KEYSTONE AVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,LEFT TURN,INCAPACITATING,DARK (LIGHTED),CLOUDY,DRY,39.85497259,-86.12219363,MINOR BLEEDING,Other
904874819,MARION,INDIANAPOLIS,12/24/25,2025,Pedestrian,N MITTHOEFER RD,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.8246212,-85.99150772,FRACTURE/DISLOCATION,SSI
904857152,MARION,INDIANAPOLIS,12/4/25,2025,Pedestrian,N PENNSYLVANIA ST & FORT WAYNE AVE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,INCAPACITATING,DAYLIGHT,CLEAR,ICE,39.775456,-86.1556947,COMPLAINT OF PAIN,Other
904860006,MARION,INDIANAPOLIS,12/8/25,2025,Pedestrian,E COUNTY LINE RD,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH OBJECT IN ROAD,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.63680814,-86.08821712,COMPLAINT OF PAIN,Other
904860727,MARION,INDIANAPOLIS,12/8/25,2025,Pedestrian,WEST ST  & SOUTH ST,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.7616693,-86.1672368,COMPLAINT OF PAIN,Other
904861213,MARION,INDIANAPOLIS,12/6/25,2025,Pedestrian,E ST CLAIR ST & N PENNSYLVANIA ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.7779347,-86.1558413,COMPLAINT OF PAIN,Other
904862789,MARION,INDIANAPOLIS,12/11/25,2025,Pedestrian,W 42ND ST & HAUGHEY AVE,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.83200827,-86.17591872,COMPLAINT OF PAIN,Other
904862925,MARION,INDIANAPOLIS,12/11/25,2025,Pedalcycle,MASSACHUSETTS AVE & N DELAWARE ST,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,UNKNOWN,DAWN/DUSK,SNOW,SNOW/SLUSH,39.77153894,-86.1540041,COMPLAINT OF PAIN,Other
904863459,MARION,INDIANAPOLIS,12/12/25,2025,Pedestrian,N STATE AVE & E WASHINGTON ST,FAILURE TO MAINTAIN LANE,RAN OFF ROAD,NON-INCAPACITATING,DAYLIGHT,CLEAR,WET,39.76767482,-86.13069883,COMPLAINT OF PAIN,Other
904864506,MARION,INDIANAPOLIS,12/13/25,2025,Pedestrian,E 30TH ST & PAWNEE DR,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.81171599,-85.98186,CONTUSION/BRUISE,Other
904866095,MARION,INDIANAPOLIS,12/11/25,2025,Pedestrian,S ARLINGTON AVE & BONNA AVE,UNSAFE SPEED,REAR END,NON-INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.76812419,-86.06406953,COMPLAINT OF PAIN,Other
904867041,MARION,INDIANAPOLIS,12/16/25,2025,Pedalcycle,UNIVERSITY BLVD & NEW YORK ST,DISREGARD SIGNAL/REG SIGN,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.77173782,-86.17573249,COMPLAINT OF PAIN,Other
904868335,MARION,INDIANAPOLIS,12/17/25,2025,Pedestrian,N DELAWARE ST & E NORTH ST,IMPROPER TURNING,LEFT TURN,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.77548193,-86.15407776,COMPLAINT OF PAIN,Other
904868597,MARION,INDIANAPOLIS,12/18/25,2025,Pedalcycle,E NEW YORK ST & N NEW JERSEY ST,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,UNKNOWN,DAWN/DUSK,RAIN,WET,39.77119901,-86.15061276,COMPLAINT OF PAIN,Other
904868624,MARION,INDIANAPOLIS,12/17/25,2025,Pedestrian,E STOP 11 RD & MADISON AVE,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,OTHER - EXPLAIN IN NARRATIVE,UNKNOWN,DARK (LIGHTED),CLEAR,DRY,39.6494501,-86.1217283,COMPLAINT OF PAIN,Other
904869214,MARION,INDIANAPOLIS,12/18/25,2025,Pedestrian,LAFAYETTE RD,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,LEFT TURN,NON-INCAPACITATING,DARK (LIGHTED),SLEET/HAIL/FREEZING RAIN,WATER (STANDING OR MOVING),39.8383197,-86.2449492,CONTUSION/BRUISE,Other
904869289,MARION,INDIANAPOLIS,12/17/25,2025,Pedestrian,E 46TH ST & N COLLEGE AVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,POSSIBLE,DARK (LIGHTED),CLEAR,DRY,39.8396032,-86.14528416,COMPLAINT OF PAIN,Other
904870374,MARION,INDIANAPOLIS,12/18/25,2025,Pedestrian,W WASHINGTON ST & S MISSOURI ST,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,POSSIBLE,DAYLIGHT,RAIN,WET,39.76720641,-86.16546026,ABRASION,Other
904870737,MARION,INDIANAPOLIS,12/20/25,2025,Pedestrian,SUBWAY ST & SUBWAY ST,IMPROPER LANE USAGE,HEAD ON BETWEEN TWO MOTOR VEHICLES,POSSIBLE,DARK (NOT LIGHTED),CLEAR,DRY,39.72775766,-86.08317008,COMPLAINT OF PAIN,Other
904873122,MARION,INDIANAPOLIS,12/22/25,2025,Pedestrian,ROCKVILLE RD & TRANSFER DR,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,INCAPACITATING,DARK (LIGHTED),CLOUDY,DRY,39.76432458,-86.29860765,COMPLAINT OF PAIN,Other
904873404,MARION,INDIANAPOLIS,12/22/25,2025,Pedestrian,S NEW JERSEY ST & NATIONAL AVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.7115213,-86.150634,COMPLAINT OF PAIN,Other
904873422,MARION,INDIANAPOLIS,12/23/25,2025,Pedestrian,E NEW YORK ST & JEFFERSON AVE,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.77126367,-86.12421283,COMPLAINT OF PAIN,Other
904874407,MARION,INDIANAPOLIS,12/24/25,2025,Pedestrian,MONUMENT CIR & N MERIDIAN ST,PEDESTRIAN ACTION,SAME DIRECTION SIDESWIPE,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.7690922,-86.15808418,COMPLAINT OF PAIN,Other
904875327,MARION,INDIANAPOLIS,12/26/25,2025,Pedestrian,E COUNTY LINE RD & S MERIDIAN ST,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.635159,-86.158318,COMPLAINT OF PAIN,Other
904875386,MARION,INDIANAPOLIS,12/30/25,2025,Pedestrian,BROAD RIPPLE AVE & CARROLLTON AVE,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DARK (LIGHTED),BLOWING SAND/SOIL/SNOW,DRY,39.86972842,-86.14501337,COMPLAINT OF PAIN,Other
904875809,MARION,INDIANAPOLIS,12/26/25,2025,Pedestrian,N DAVIDSON ST & E MICHIGAN ST,FAILURE TO YIELD RIGHT OF WAY,COLLISION WITH ANIMAL OTHER,INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.77379002,-86.14339201,COMPLAINT OF PAIN,Other
904876526,MARION,INDIANAPOLIS,12/28/25,2025,Pedalcycle,E SOUTHPORT RD & S SHERMAN DR,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NOT REPORTED,DAYLIGHT,RAIN,WET,39.66531499,-86.10255404,NONE VISIBLE,Other
904876920,MARION,INDIANAPOLIS,12/28/25,2025,Pedestrian,US HWY 31 & SHELBY ST,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),RAIN,WET,39.65191709,-86.13914984,ABRASION,Other
904877074,MARION,INDIANAPOLIS,12/31/25,2025,Pedestrian,GRAY RD & E SOUTHPORT RD,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),SNOW,SNOW/SLUSH,39.66619335,-86.09676342,COMPLAINT OF PAIN,Other
